Subscriber ID,LTV
223411322456766465,0.0
223411322456766466,0.0
223411322456766467,0.0
223411322456766469,0.0
223411322456766470,0.0
223411322456766471,0.0
223411322456766473,0.0
223411322456766474,0.0
223411322456766475,0.0
223411322456766476,0.0
223411322456766477,0.0
223411322456766478,0.0
223411322456766479,0.0
223411322456766481,0.0
223411322456766482,0.0
223411322456766483,0.0
223411322456766484,0.0
223411322456766485,0.0
223411322456766487,0.0
223411322456766488,0.0
223411322456766489,0.0
223411322456766490,0.0
223411322456766491,0.0
223411322456766492,0.0
223411322456766493,0.0
223411322456766495,0.0
223411322456766496,0.0
223411322456766497,0.0
223411322456766498,0.0
223411322456766499,0.0
223411322456766500,0.0
223411322456766501,0.0
223411322456766503,0.0
223411322456766504,0.0
223411322456766505,0.0
223411322456766506,0.0
223411322456766507,0.0
223411322456766508,0.0
223411322456766509,0.0
223411322456766510,0.0
223411322456766511,0.0
223411322456766512,0.0
223411322456766513,0.0
223411322456766514,0.0
223411322456766516,0.0
223411322456766518,0.0
223411322456766519,0.0
223411322456766520,0.0
223411322456766524,0.0
223411322456766526,0.0
223411322456766527,0.0
223411322456766528,0.0
223411322456766529,0.0
223411322456766530,0.0
223411322456766533,0.0
223411322456766534,0.0
223411322456766535,0.0
223411322456766536,0.0
223411322456766537,0.0
223411322456766538,0.0
223411322456766539,0.0
223411322456766540,0.0
223411322456766541,0.0
223411322456766542,0.0
223411322456766543,0.0
223411322456766544,0.0
223411322456766547,0.0
223411322456766548,0.0
223411322456766549,0.0
223411322456766550,0.0
223411322456766551,0.0
223411322456766552,0.0
223411322456766553,0.0
223411322456766554,0.0
223411322456766555,0.0
223411322456766556,0.0
223411322456766557,0.0
223411322456766558,0.0
223411322456766559,34.965
223411322456766560,34.965
223411322456766561,34.965
223411322456766562,34.965
223411322456766564,34.965
223411322456766565,34.965
223411322456766566,34.965
223411322456766569,34.965
223411322456766571,34.965
223411322456766572,34.965
223411322456766573,34.965
223411322456766574,27.971999999999998
223411322456766576,27.971999999999998
223411322456766577,27.971999999999998
223411322456766579,27.971999999999998
223411322456766581,27.971999999999998
223411322456766582,27.971999999999998
223411322456766583,27.971999999999998
223411322456766584,27.971999999999998
223411322456766585,27.971999999999998
223411322456766586,27.971999999999998
223411322456766587,27.971999999999998
223411322456766588,27.971999999999998
223411322456766589,27.971999999999998
223411322456766590,27.971999999999998
223411322456766591,27.971999999999998
223411322456766592,27.971999999999998
223411322456766593,27.971999999999998
223411322456766596,27.971999999999998
223411322456766600,27.971999999999998
223411322456766601,27.971999999999998
223411322456766602,27.971999999999998
223411322456766603,27.971999999999998
223411322456766605,27.971999999999998
223411322456766607,27.971999999999998
